,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.9447154471544715,0.0032520325203252032,0.027642276422764227,0.008130081300813009,0.0,0.008130081300813009,0.0,0.0,0.0,0.0016260162601626016,0.0065040650406504065
State_1,0.0,0.8935574229691877,0.0056022408963585435,0.011204481792717087,0.036414565826330535,0.008403361344537815,0.0028011204481792717,0.014005602240896359,0.0056022408963585435,0.022408963585434174,0.0
State_2,0.014814814814814815,0.0016460905349794238,0.9588477366255144,0.0008230452674897119,0.0,0.0016460905349794238,0.0049382716049382715,0.0,0.0,0.0,0.01728395061728395
State_3,0.005797101449275362,0.001932367149758454,0.0,0.8106280193236715,0.000966183574879227,0.011594202898550725,0.0,0.1671497584541063,0.000966183574879227,0.0,0.000966183574879227
State_4,0.0,0.03233830845771144,0.0,0.004975124378109453,0.8084577114427861,0.0,0.0,0.0,0.0,0.14676616915422885,0.007462686567164179
State_5,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.01730769230769231,0.0,0.8211538461538461,0.11923076923076924,0.013461538461538462,0.0,0.0,0.0
State_6,0.0,0.0,0.005018820577164366,0.0,0.0,0.08281053952321205,0.8958594730238394,0.01631116687578419,0.0,0.0,0.0
State_7,0.0,0.005518763796909493,0.0,0.19205298013245034,0.0,0.005518763796909493,0.01545253863134658,0.7814569536423841,0.0,0.0,0.0
State_8,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.9594594594594594,0.0,0.0
State_9,0.0,0.020134228187919462,0.0,0.003355704697986577,0.20469798657718122,0.0,0.0,0.0,0.0,0.7718120805369127,0.0
State_10,0.04878048780487805,0.0,0.2682926829268293,0.0,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.6463414634146342
