state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.0975880672802285,20.5,34,0.6029411764705883
state_1,0.05664868295779118,11.9,38,0.31315789473684214
state_2,0.1927959377975246,40.5,50,0.81
state_3,0.16423357664233576,34.5,196,0.1760204081632653
state_4,0.06394795303078388,13.433333333333334,78,0.17222222222222222
state_5,0.08251348778165661,17.333333333333332,93,0.1863799283154122
state_6,0.1264677880038083,26.566666666666666,83,0.3200803212851406
state_7,0.1437638844811171,30.2,198,0.15252525252525254
state_8,0.011742304030466518,2.466666666666667,3,0.8222222222222223
state_9,0.047286575690257064,9.933333333333334,68,0.14607843137254903
state_10,0.013011742304030467,2.7333333333333334,29,0.09425287356321839
