,State_0,State_1,State_2
State_0,0.9370229007633588,0.03482824427480916,0.02814885496183206
State_1,0.050518134715025906,0.841321243523316,0.10816062176165803
State_2,0.03064699205448354,0.09761634506242906,0.8717366628830874
