,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9510022271714922,0.004454342984409799,0.011135857461024499,0.0022271714922048997,0.022271714922048998,0.0,0.0,0.0,0.0066815144766146995,0.0,0.0022271714922048997,0.0
State_1,0.0041841004184100415,0.9497907949790795,0.0041841004184100415,0.0,0.0041841004184100415,0.0,0.0,0.0,0.008368200836820083,0.016736401673640166,0.012552301255230125,0.0
State_2,0.004517221908526256,0.000564652738565782,0.9904009034443817,0.0,0.0,0.0016939582156973462,0.0,0.0,0.0,0.0016939582156973462,0.000564652738565782,0.000564652738565782
State_3,0.0,0.0,0.0,0.9906054279749478,0.0041753653444676405,0.0,0.0,0.0,0.003131524008350731,0.0,0.0,0.0020876826722338203
State_4,0.06875,0.0,0.0,0.0,0.64375,0.0,0.0,0.11875,0.1,0.0,0.00625,0.0625
State_5,0.0,0.0051813471502590676,0.015544041450777202,0.0,0.0,0.9740932642487047,0.0,0.0,0.0051813471502590676,0.0,0.0,0.0
State_6,0.0,0.0,0.0,0.0,0.0,0.0,0.9880597014925373,0.0,0.0,0.0,0.008955223880597015,0.0029850746268656717
State_7,0.0,0.0,0.0,0.0,0.07224334600760456,0.0,0.0,0.9277566539923955,0.0,0.0,0.0,0.0
State_8,0.009389671361502348,0.009389671361502348,0.004694835680751174,0.023474178403755867,0.056338028169014086,0.004694835680751174,0.0,0.0,0.8732394366197183,0.009389671361502348,0.0,0.009389671361502348
State_9,0.0,0.013029315960912053,0.013029315960912053,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.9543973941368078,0.013029315960912053,0.003257328990228013
State_10,0.0,0.010526315789473684,0.005263157894736842,0.0,0.005263157894736842,0.0,0.015789473684210527,0.0,0.0,0.02631578947368421,0.9315789473684211,0.005263157894736842
State_11,0.0,0.0,0.00641025641025641,0.00641025641025641,0.03205128205128205,0.0,0.003205128205128205,0.0,0.00641025641025641,0.003205128205128205,0.0,0.9423076923076923
