state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.08328695974772769,14.966666666666667,22,0.6803030303030303
state_1,0.04433314783899091,7.966666666666667,12,0.663888888888889
state_2,0.32851048043034686,59.03333333333333,17,3.472549019607843
state_3,0.17770358004080875,31.933333333333334,9,3.5481481481481483
state_4,0.029679094787608978,5.333333333333333,57,0.0935672514619883
state_5,0.03580040808755333,6.433333333333334,5,1.2866666666666666
state_6,0.062140604711556295,11.166666666666666,4,2.7916666666666665
state_7,0.04878501205713226,8.766666666666667,19,0.46140350877192987
state_8,0.03951029493600445,7.1,27,0.26296296296296295
state_9,0.05713225746614728,10.266666666666667,15,0.6844444444444445
state_10,0.03524392506028566,6.333333333333333,13,0.48717948717948717
state_11,0.05787423483583751,10.4,18,0.5777777777777777
