state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.24633648673715453,44.266666666666666,35,1.2647619047619048
state_1,0.17621962530142832,31.666666666666668,17,1.8627450980392157
state_2,0.04340567612687813,7.8,30,0.26
state_3,0.07568169170840289,13.6,60,0.22666666666666666
state_4,0.07401224262659989,13.3,54,0.24629629629629632
state_5,0.019291411611945836,3.466666666666667,28,0.12380952380952381
state_6,0.009460211463550361,1.7,7,0.24285714285714285
state_7,0.03654238545724355,6.566666666666666,36,0.1824074074074074
state_8,0.11778890743832313,21.166666666666668,82,0.258130081300813
state_9,0.02429975885735485,4.366666666666666,70,0.062380952380952384
state_10,0.12446670376553515,22.366666666666667,24,0.9319444444444444
state_11,0.05249489890558338,9.433333333333334,56,0.16845238095238096
