,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9845758354755784,0.0,0.007069408740359897,0.0,0.0,0.0012853470437017994,0.002570694087403599,0.004498714652956298,0.0,0.0,0.0,0.0
State_1,0.0,0.9965811965811966,0.0,0.0,0.0,0.0,0.0017094017094017094,0.0,0.0,0.0,0.0,0.0017094017094017094
State_2,0.017350157728706624,0.0,0.944794952681388,0.0031545741324921135,0.0031545741324921135,0.007886435331230283,0.0,0.00473186119873817,0.0,0.0,0.00473186119873817,0.014195583596214511
State_3,0.0,0.0,0.015037593984962405,0.8796992481203008,0.0,0.022556390977443608,0.045112781954887216,0.015037593984962405,0.015037593984962405,0.0,0.0,0.007518796992481203
State_4,0.0,0.0,0.009111617312072893,0.002277904328018223,0.9726651480637813,0.002277904328018223,0.0,0.0,0.0,0.002277904328018223,0.004555808656036446,0.00683371298405467
State_5,0.005988023952095809,0.0,0.011976047904191617,0.008982035928143712,0.005988023952095809,0.9461077844311377,0.0029940119760479044,0.0,0.0029940119760479044,0.0,0.0,0.014970059880239521
State_6,0.023148148148148147,0.004629629629629629,0.0,0.023148148148148147,0.0,0.009259259259259259,0.9351851851851852,0.004629629629629629,0.0,0.0,0.0,0.0
State_7,0.00816326530612245,0.0,0.006802721088435374,0.0,0.0,0.0,0.0027210884353741495,0.9782312925170068,0.0,0.004081632653061225,0.0,0.0
State_8,0.0,0.0,0.0,0.014705882352941176,0.0,0.014705882352941176,0.014705882352941176,0.0,0.9411764705882353,0.0,0.0,0.014705882352941176
State_9,0.0,0.005847953216374269,0.0,0.0,0.011695906432748537,0.0,0.0,0.005847953216374269,0.0,0.9766081871345029,0.0,0.0
State_10,0.0,0.0,0.003472222222222222,0.0,0.001736111111111111,0.0,0.0,0.0008680555555555555,0.0,0.0,0.9913194444444444,0.0026041666666666665
State_11,0.0,0.0,0.018050541516245487,0.01444043321299639,0.01444043321299639,0.01444043321299639,0.0,0.0,0.0036101083032490976,0.0,0.018050541516245487,0.9169675090252708
