state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.24694492937628948,51.86666666666667,24,2.161111111111111
state_1,0.09284240596730678,19.5,2,9.75
state_2,0.10061894937311539,21.133333333333333,35,0.6038095238095238
state_3,0.02110776067290906,4.433333333333334,16,0.27708333333333335
state_4,0.06967148071734645,14.633333333333333,12,1.2194444444444446
state_5,0.05300745913347088,11.133333333333333,18,0.6185185185185186
state_6,0.034438977940009524,7.233333333333333,15,0.4822222222222222
state_7,0.11664815108712903,24.5,16,1.53125
state_8,0.010791937787652753,2.2666666666666666,4,0.5666666666666667
state_9,0.027138549436597364,5.7,4,1.425
state_10,0.1828281225202349,38.4,10,3.8400000000000003
state_11,0.04396127598793842,9.233333333333333,23,0.40144927536231884
