state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.11680685605459451,24.533333333333335,15,1.6355555555555557
state_1,0.3404221552134582,71.5,9,7.944444444444445
state_2,0.09157276622758292,19.233333333333334,13,1.4794871794871796
state_3,0.04427868592286938,9.3,13,0.7153846153846153
state_4,0.05967306776702111,12.533333333333333,28,0.44761904761904764
state_5,0.010157117917790826,2.1333333333333333,2,1.0666666666666667
state_6,0.06268846214886525,13.166666666666666,18,0.7314814814814814
state_7,0.016505316616410092,3.466666666666667,1,3.466666666666667
state_8,0.10315822885256308,21.666666666666668,4,5.416666666666667
state_9,0.07221076019679416,15.166666666666666,7,2.1666666666666665
state_10,0.04999206475162673,10.5,17,0.6176470588235294
state_11,0.03253451833042374,6.833333333333333,7,0.9761904761904762
