start_frame,end_frame,duration_sec,mean_score
0,6,0.2,0.9497424960136414
8,9,0.03333333333333333,0.656020998954773
22,24,0.06666666666666667,0.5804276466369629
64,65,0.03333333333333333,0.5234894156455994
87,88,0.03333333333333333,0.5180843472480774
89,90,0.03333333333333333,0.5152726173400879
158,161,0.1,0.7242415547370911
163,165,0.06666666666666667,0.5519850850105286
167,169,0.06666666666666667,0.7107237577438354
183,184,0.03333333333333333,0.661986231803894
185,189,0.13333333333333333,0.6253440380096436
192,198,0.2,0.9555467963218689
215,216,0.03333333333333333,0.6875354647636414
222,224,0.06666666666666667,0.7564616799354553
231,232,0.03333333333333333,0.9298563003540039
235,243,0.26666666666666666,0.695604681968689
244,245,0.03333333333333333,0.5952043533325195
248,249,0.03333333333333333,0.6938300132751465
286,287,0.03333333333333333,0.513024091720581
289,290,0.03333333333333333,0.5415571928024292
425,426,0.03333333333333333,0.538003146648407
435,437,0.06666666666666667,0.6230694055557251
438,439,0.03333333333333333,0.646259069442749
452,453,0.03333333333333333,0.6219248175621033
455,456,0.03333333333333333,0.5365811586380005
469,470,0.03333333333333333,0.5781252384185791
472,473,0.03333333333333333,0.5708014965057373
483,484,0.03333333333333333,0.5102290511131287
490,491,0.03333333333333333,0.5190938711166382
493,494,0.03333333333333333,0.5960261821746826
507,508,0.03333333333333333,0.6005240678787231
636,637,0.03333333333333333,0.7258156538009644
638,640,0.06666666666666667,0.6314927339553833
647,649,0.06666666666666667,0.7466419339179993
653,659,0.2,0.6990520358085632
736,737,0.03333333333333333,0.5751365423202515
741,747,0.2,1.186046838760376
749,753,0.13333333333333333,0.6724151372909546
755,756,0.03333333333333333,0.7071031332015991
757,758,0.03333333333333333,0.543586015701294
785,786,0.03333333333333333,0.5161604881286621
839,840,0.03333333333333333,0.6284488439559937
982,983,0.03333333333333333,0.5163023471832275
1028,1029,0.03333333333333333,0.5618125796318054
1066,1067,0.03333333333333333,0.530014157295227
2398,2399,0.03333333333333333,0.7320903539657593
2401,2402,0.03333333333333333,0.5329567790031433
2466,2467,0.03333333333333333,0.6590036153793335
3031,3034,0.1,0.6585473418235779
3048,3050,0.06666666666666667,0.6326982378959656
3055,3056,0.03333333333333333,0.5537762641906738
3073,3074,0.03333333333333333,0.6451010704040527
3082,3094,0.4,1.3365226984024048
3228,3229,0.03333333333333333,0.5651658773422241
3239,3240,0.03333333333333333,0.5456141829490662
3578,3580,0.06666666666666667,0.7787069082260132
3617,3618,0.03333333333333333,0.5266723036766052
3648,3660,0.4,2.5918796062469482
4326,4327,0.03333333333333333,0.5316976308822632
4359,4360,0.03333333333333333,0.5875383615493774
4414,4415,0.03333333333333333,0.5814771056175232
4911,4912,0.03333333333333333,0.7223854064941406
5403,5404,0.03333333333333333,0.6521658897399902
5408,5415,0.23333333333333334,1.2710663080215454
5417,5439,0.7333333333333333,1.6821521520614624
5441,5442,0.03333333333333333,0.5208779573440552
5454,5468,0.4666666666666667,1.0101467370986938
5557,5558,0.03333333333333333,0.5567464828491211
5565,5568,0.1,0.8811810612678528
5580,5584,0.13333333333333333,0.7704347968101501
5596,5597,0.03333333333333333,0.5523314476013184
5616,5619,0.1,0.6156500577926636
5628,5629,0.03333333333333333,0.5443899631500244
5633,5635,0.06666666666666667,0.8641374111175537
5636,5645,0.3,0.8548770546913147
5689,5692,0.1,0.6270450949668884
5698,5699,0.03333333333333333,0.8194639682769775
5736,5742,0.2,0.7659444808959961
5743,5749,0.2,0.6165031790733337
5752,5753,0.03333333333333333,0.5218708515167236
5759,5760,0.03333333333333333,0.6021304130554199
5792,5793,0.03333333333333333,1.056376576423645
5795,5796,0.03333333333333333,0.736914873123169
5807,5811,0.13333333333333333,0.5830038785934448
5831,5832,0.03333333333333333,0.6257402300834656
5838,5839,0.03333333333333333,0.5556279420852661
5846,5847,0.03333333333333333,0.6176851987838745
5873,5874,0.03333333333333333,0.567275881767273
5946,5947,0.03333333333333333,0.6878659725189209
5956,5957,0.03333333333333333,0.7332741022109985
5960,5961,0.03333333333333333,0.5598248839378357
5969,5974,0.16666666666666666,0.6184436082839966
5993,5994,0.03333333333333333,0.574028491973877
5995,5996,0.03333333333333333,0.5155014991760254
5998,5999,0.03333333333333333,0.6263556480407715
6041,6042,0.03333333333333333,0.7337085604667664
6043,6044,0.03333333333333333,0.5799103379249573
6048,6050,0.06666666666666667,0.6329141855239868
6053,6054,0.03333333333333333,0.6347025632858276
6159,6160,0.03333333333333333,0.5296143889427185
6228,6232,0.13333333333333333,0.8127561211585999
6284,6285,0.03333333333333333,0.8786258697509766
6300,6301,0.03333333333333333,0.5661791563034058
