,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9
State_0,0.8260869565217391,0.04173913043478261,0.0,0.0,0.0782608695652174,0.0,0.0052173913043478265,0.0,0.03826086956521739,0.010434782608695653
State_1,0.03900709219858156,0.7943262411347518,0.0035460992907801418,0.015957446808510637,0.012411347517730497,0.0,0.026595744680851064,0.024822695035460994,0.028368794326241134,0.0549645390070922
State_2,0.0,0.002333722287047841,0.8121353558926487,0.002333722287047841,0.0011668611435239206,0.0,0.007001166861143524,0.1633605600933489,0.0,0.011668611435239206
State_3,0.0,0.014198782961460446,0.004056795131845842,0.9675456389452333,0.0,0.0,0.0,0.014198782961460446,0.0,0.0
State_4,0.11809045226130653,0.022613065326633167,0.0,0.0,0.7286432160804021,0.06532663316582915,0.01256281407035176,0.002512562814070352,0.03015075376884422,0.020100502512562814
State_5,0.008928571428571428,0.0,0.0,0.0,0.10714285714285714,0.7410714285714286,0.03571428571428571,0.0,0.10714285714285714,0.0
State_6,0.008130081300813009,0.04607046070460705,0.016260162601626018,0.0,0.018970189701897018,0.02168021680216802,0.8617886178861789,0.01084010840108401,0.005420054200542005,0.01084010840108401
State_7,0.0,0.012416427889207259,0.1318051575931232,0.004775549188156638,0.0009551098376313276,0.0,0.0057306590257879654,0.8404966571155683,0.0,0.0038204393505253103
State_8,0.06756756756756757,0.04391891891891892,0.0,0.0,0.0472972972972973,0.08108108108108109,0.010135135135135136,0.0033783783783783786,0.7432432432432432,0.0033783783783783786
State_9,0.01056338028169014,0.05457746478873239,0.022887323943661973,0.0,0.01584507042253521,0.0,0.008802816901408451,0.0017605633802816902,0.0,0.8855633802816901
