state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.10663946587537092,19.166666666666668,100,0.19166666666666668
state_1,0.10459940652818991,18.8,116,0.16206896551724137
state_2,0.15893916913946587,28.566666666666666,161,0.17743271221532092
state_3,0.09143175074183976,16.433333333333334,16,1.0270833333333333
state_4,0.07381305637982195,13.266666666666667,108,0.12283950617283951
state_5,0.04154302670623145,7.466666666666667,58,0.12873563218390804
state_6,0.0684347181008902,12.3,51,0.2411764705882353
state_7,0.1943620178041543,34.93333333333333,168,0.20793650793650795
state_8,0.05489614243323442,9.866666666666667,76,0.1298245614035088
state_9,0.10534124629080119,18.933333333333334,65,0.29128205128205126
